0,0.127047,0.0454,0.007426,0.084122,0.51439,0.013678,0.078337,0.1296
1,0.000234,0.002354,0.003904,0.00019,0.001355,0.000295,0.000201,7.2e-05
2,0.000234,0.00162,0.002379,0.000188,0.001355,0.000201,0.000182,7.2e-05
3,0.000213,0.001124,0.001496,0.000168,0.001197,0.000128,0.000164,7e-05
4,0.000191,0.000756,0.000967,0.00013,0.001024,9.2e-05,0.000141,6.7e-05
5,0.000169,0.000533,0.000623,0.000105,0.000837,5.8e-05,0.000115,5.9e-05
6,0.000134,0.000356,0.000412,8e-05,0.000676,4.1e-05,9.6e-05,5.5e-05
7,0.000109,0.000233,0.000281,5.9e-05,0.000552,3e-05,7.3e-05,4.6e-05
8,8.4e-05,0.000165,0.000192,4.3e-05,0.000435,2.2e-05,5.7e-05,3.6e-05
9,6.4e-05,0.000118,0.000129,3.4e-05,0.000341,1.6e-05,4.7e-05,2.4e-05
10,4.3e-05,8.6e-05,8.7e-05,2.8e-05,0.000275,1e-05,3.6e-05,1.7e-05
11,2.9e-05,6.1e-05,6.3e-05,2e-05,0.000216,3e-06,3.1e-05,1.2e-05
12,2.1e-05,4.4e-05,4.5e-05,1.5e-05,0.00017,2e-06,2.5e-05,8e-06
13,1.3e-05,3.4e-05,3.3e-05,1.1e-05,0.000126,2e-06,2.1e-05,6e-06
14,7e-06,2.6e-05,2.3e-05,9e-06,9.8e-05,1e-06,1.5e-05,3e-06
15,5e-06,2.2e-05,1.5e-05,6e-06,7.5e-05,1e-06,1e-05,3e-06
16,4e-06,1.7e-05,1e-05,5e-06,5.7e-05,0,8e-06,3e-06
17,3e-06,1.3e-05,7e-06,4e-06,4.4e-05,0,6e-06,3e-06
18,3e-06,9e-06,5e-06,4e-06,3.5e-05,0,5e-06,2e-06
19,2e-06,6e-06,4e-06,4e-06,2.8e-05,0,3e-06,1e-06
20,2e-06,4e-06,3e-06,3e-06,2.4e-05,0,2e-06,1e-06
21,2e-06,3e-06,2e-06,2e-06,1.8e-05,0,2e-06,1e-06
22,2e-06,3e-06,1e-06,1e-06,1.3e-05,0,2e-06,1e-06
23,2e-06,3e-06,0,1e-06,1e-05,0,2e-06,0
24,2e-06,2e-06,0,0,7e-06,0,2e-06,0
25,2e-06,1e-06,0,0,5e-06,0,1e-06,0
26,1e-06,1e-06,0,0,4e-06,0,1e-06,0
27,0,1e-06,0,0,3e-06,0,1e-06,0
28,0,0,0,0,3e-06,0,0,0
29,0,0,0,0,2e-06,0,0,0
30,0,0,0,0,1e-06,0,0,0
